difficulty,question,choice_a,choice_b,choice_c,choice_d,correct_choice,explanation,concept_key,aspect_key,source_path
easy,What is a hub?,A Layer 2 device that forwards frames based on destination MAC addresses,A Layer 3 device that routes traffic between different IP subnets,A Layer 1 device that repeats incoming electrical signals out all other ports,A device that manages VLAN assignments across multiple switches,C,A hub is a Layer 1 device. It simply repeats an incoming electrical signal out every other port without inspecting frame contents or caring about the intended destination.,hub definition,hub repeats signals out all ports without inspecting frame contents,/home/citadel/Documents/citavault/NETC-121/Notes List B - Textbook Content/Textbook 1 - Chapter 3 Switches, Routers, and VLANs/Book 1 Chapter 3 - Switches, Routers, and VLANs.md
hard,What is the security argument for why Telnet should not be used even when the switch management VLAN is on a separate isolated VLAN?,The management VLAN isolation prevents IP connectivity so Telnet cannot function anyway and SSH is required for the IP session to establish,Telnet encryption works on management VLANs because the VLAN tag wraps the session in 802.1Q which provides confidentiality,Even on a dedicated management VLAN a compromised host within that VLAN can capture all Telnet sessions since 802.1Q VLAN tags provide Layer 2 isolation not encryption; Telnet remains plaintext within the VLAN; any device on the management VLAN can read all credentials,The management VLAN applies IP-layer encryption automatically so Telnet credentials are encrypted at the network layer,C,Management VLANs reduce the attack surface by limiting which devices can reach the management IP. But within the management VLAN traffic is still Ethernet — unencrypted. Any device that is in or gains access to the management VLAN can passively capture all Telnet sessions in cleartext. SSH encrypts the session so even a management VLAN sniffer cannot read credentials.,modern security guidance,vlan isolation reduces attack surface but does not encrypt telnet; ssh required for credential protection,/home/citadel/Documents/citavault/NETC-121/Notes List A - Video Content/Video 10 - Telnet and SSH/Transcript.md
hard,A network contains switches A; B; and C connected in a line: A-B-C. Host 1 is on A; Host 2 is on C. Host 2's MAC is unknown to A and B. Host 1 sends a frame to Host 2. Trace the full event sequence including all MAC learning that occurs.,Host 1 sends to switch A; A routes to C using IP addressing; C delivers to Host 2 directly,Host 1 sends to A; A drops the frame because Host 2's MAC is unknown; Host 1 retransmits after ARP,Host 1 sends a frame; A learns Host 1 MAC on its port; A floods to B and the link to A; B learns Host 1 MAC on the A-facing port; B floods to C and back to A; C learns Host 1 MAC on the B-facing port; C floods to Host 2 and other ports; Host 2 receives and replies; reply traverses C→B→A with MAC learning at each hop,Host 1 sends a frame; A floods to all ports; switches B and C receive and drop it because Host 2's MAC is unknown,C,Detailed trace: (1) A receives frame from Host 1; learns Host 1 MAC on Host 1's port; (2) dst Host 2 unknown; A floods to B (and any other ports); (3) B receives tagged or untagged; learns Host 1 MAC on A-facing port; floods to C; (4) C receives; learns Host 1 MAC on B-facing port; floods to Host 2 and other ports; (5) Host 2 replies unicast to Host 1 MAC; (6) C learns Host 2 on Host 2's port; forwards to B; (7) B learns Host 2 on C-facing port; forwards to A; (8) A learns Host 2 on B-facing port; forwards to Host 1. All future traffic forwarded directly.,switch learning,unknown unicast floods across all switches in chain; reply teaches all switches the mac locations,/home/citadel/Documents/citavault/NETC-121/Notes List B - Textbook Content/Textbook 1 - Chapter 3 Switches, Routers, and VLANs/Book 1 Chapter 3 - Switches, Routers, and VLANs.md
hard,Why does VLAN membership need to be intentionally manually created and assigned rather than auto-detected and what operational error does this prevent?,VLANs cannot be auto-assigned because the VLAN ID field in the 802.1Q tag would have to be populated by the endpoint which requires a trunk NIC,VLAN auto-detection is not supported because it would require ARP to carry VLAN metadata which is not part of the standard ARP packet format,Intentional manual VLAN and port assignment ensures that a device plugging into an access port ends up in the intended broadcast domain and subnet; auto-detection could place a device in the wrong VLAN giving it unintended access to resources of a different department,VLAN auto-assignment is technically supported but is disabled by default due to VMPS server licensing costs,C,Manual VLAN assignment is a security and design control. If port VLAN assignment were automatic a device plugging into any port could end up in any VLAN — potentially one it should not access. By manually assigning each access port to a specific VLAN the administrator controls exactly which broadcast domain each physical connection lands in. This is fundamental to the security model of VLAN segmentation.,manual vlan administration,manual vlan assignment prevents devices from accidentally or maliciously landing in wrong vlans,/home/citadel/Documents/citavault/NETC-121/Notes List B - Textbook Content/Textbook 1 - Chapter 3 Switches, Routers, and VLANs/Book 1 Chapter 3 - Switches, Routers, and VLANs.md
hard,An ISP provides a single public IP address. An internal network has 50 hosts each with a private IP in 192.168.1.0/24. All 50 attempt simultaneous TCP connections to an external web server at 203.0.113.1 port 80. How does NAT handle this without confusing which replies go where?,NAT assigns each host a temporary unique public IP from the ISP's pool during the session,NAT drops connections beyond the first one because only one host can use the public IP at a time,NAT blocks the 50 TCP connections and forces hosts to queue and connect sequentially using the same source port,NAT translates each internal host's IP and unique TCP source port to the same public IP but a unique translated source port; the session table maps each combination back to the correct private host,D,PAT (Port Address Translation) — a form of NAT: each of the 50 hosts has a unique private IP and TCP source port. The router translates all to the public IP but assigns each a unique translated port number. Session table entry: (private 192.168.1.x:src-port ↔ public IP:translated-port ↔ server 203.0.113.1:80). When replies arrive the translated port identifies which private host gets the reply.,nat session tracking,pat uses unique translated ports to multiplex 50 simultaneous sessions through one public ip,/home/citadel/Documents/citavault/NETC-121/Notes List B - Textbook Content/Textbook 1 - Chapter 3 Switches, Routers, and VLANs/Book 1 Chapter 3 - Switches, Routers, and VLANs.md
hard,What is the full sequence of problems that occur when broadcast traffic grows too large on a flat switched network and how does VLAN segmentation specifically address each problem?,Broadcast traffic growth only affects hub-based networks; switches are immune because they forward broadcasts to the specific destination port,VLAN segmentation addresses broadcast storms by enabling STP which blocks loops that generate excess broadcasts,Broadcast growth: (1) consumes increasing bandwidth leaving less for actual user traffic; (2) each host CPU must process every broadcast interrupt; (3) on a hub all broadcasts are also a sniffing opportunity; VLAN segmentation confines broadcasts to one VLAN so only the relevant hosts process them; bandwidth consumption is isolated per VLAN; and sniffing access is limited to one VLAN's members,VLAN segmentation reduces broadcasts by using unicast ARP replies so hosts can cache MAC addresses without repeated broadcasts,C,Without VLANs broadcasts hit all hosts: (1) bandwidth: every ARP; DHCP; NetBIOS; OSPF hello etc. consumes trunk and access port bandwidth; (2) CPU: each host NIC passes the frame to the OS for processing even if the app ignores it; (3) security: any host can observe all broadcast traffic. VLANs confine each broadcast to its domain — a VLAN with 30 hosts only exposes those 30 hosts to that VLAN's broadcasts. Other VLANs are unaffected.,broadcast overhead problem,vlans confine broadcasts reducing bandwidth consumption cpu load and broadcast sniffing,/home/citadel/Documents/citavault/NETC-121/Notes List A - Video Content/Video 16 - VLANs Made Easy/Transcript.md
hard,What is the distinction between 802.1Q's role in the forwarding plane versus VTP's role in the control plane and why can't VTP replace 802.1Q?,VTP can replace 802.1Q if the switch is in VTP server mode because the server controls both VLAN tagging and database propagation,VTP and 802.1Q are redundant; both tag frames identically; the administrator chooses one per deployment,802.1Q operates in the forwarding plane — it defines how individual frames are tagged with VLAN IDs as they traverse trunk links; VTP operates in the control plane — it defines how VLAN metadata (IDs and names) is propagated between switches; VTP describes what VLANs exist; 802.1Q carries their traffic,VTP replaces 802.1Q in VTP server mode because the server provides the tagging function across the domain,C,Planes of operation: 802.1Q is data-plane — it marks every frame with a VLAN ID so switches know which VLAN to deliver it to. VTP is control-plane — it synchronizes the VLAN database (what VLANs exist by ID and name) across switches. Without 802.1Q VLAN-tagged traffic cannot traverse trunks. Without VTP admins configure each switch's VLAN table manually. Both are needed for different functions.,802.1q standard,802.1q tags frames in the data plane; vtp synchronizes vlan database in the control plane,/home/citadel/Documents/citavault/NETC-121/Notes List A - Video Content/Video 17 - Trunking and 802.1Q/Transcript.md
hard,Explain why MAC address transparency is both a feature and a limitation of Layer 2 switches and when this limitation requires a Layer 3 solution.,Transparency is a limitation only on hubs; switches rewrite MAC addresses at each hop making them non-transparent by design,Transparency allows switches to forward frames without modifying them making them invisible in the path; this is a feature for simplicity but a limitation because MAC addresses have no notion of logical network organization; once two hosts are on different subnets Layer 2 alone cannot determine which physical segment to use — Layer 3 IP routing is needed to bridge logical network boundaries,Transparency is a security risk because the switch cannot inspect IP addresses to block inter-VLAN traffic; a Layer 3 switch adds IP inspection to fill this gap,Transparency is only relevant for IEEE 802.3 Ethernet; VLANs eliminate transparency by adding VLAN IDs to each frame,B,MAC transparency: switches forward frames without altering them — endpoints are unaware a switch handled their frame. Benefit: simplicity and speed; no need to manage per-switch MAC assignments. Limitation: MAC addresses are flat identifiers with no hierarchical structure. IP subnets impose logical structure on a network — but MAC forwarding cannot navigate across subnet boundaries. Once the destination is in a different subnet a Layer 3 device is needed to make the forwarding decision across network boundaries.,frame transparency,mac transparency is simple but flat; ip routing is needed for cross-subnet logical addressing,/home/citadel/Documents/citavault/NETC-121/Notes List B - Textbook Content/Textbook 1 - Chapter 3 Switches, Routers, and VLANs/Book 1 Chapter 3 - Switches, Routers, and VLANs.md
hard,A trunk link between two switches allows VLANs 1-100. An administrator creates VLAN 101 on SW1 but the VLAN is not in VTP (switches are in transparent mode). What happens to traffic tagged with VLAN 101 arriving at SW2 from SW1 and what is required to fix it?,SW2 accepts VLAN 101 because trunks carry all VLANs by default up to 4094 regardless of local VLAN database,SW2 will only drop frames for VLANs above 100 because 802.1Q is limited to 100 VLANs,SW2 drops VLAN 101 frames because VLAN 101 does not exist in SW2's VLAN database; fix: manually create VLAN 101 on SW2 (and also allow VLAN 101 on the trunk if it was explicitly pruned from the allowed list),SW2 automatically creates VLAN 101 dynamically when it receives the first tagged frame for it,C,Two problems: (1) VTP transparent mode means each switch manages its own VLAN database independently — VLAN 101 must be created manually on SW2; (2) the trunk's allowed VLAN list must include 101 (by default all VLANs are allowed but explicit pruning could have excluded 101). Fix: vlan 101 on SW2 + verify allowed VLAN list on the trunk.,cross-switch vlan design,vtp transparent mode requires manual vlan creation on each switch; no automatic propagation,/home/citadel/Documents/citavault/NETC-121/Notes List B - Textbook Content/Textbook 1 - Chapter 3 Switches, Routers, and VLANs/Book 1 Chapter 3 - Switches, Routers, and VLANs.md
hard,What are the implications of an advanced Layer 3 switch versus a standard Layer 2 switch in the context of VLAN inter-routing and how does this remove the router-on-a-stick requirement?,A Layer 3 switch cannot do inter-VLAN routing; it only adds OSPF support to the Layer 2 switch feature set,Layer 3 switches require separate physical interfaces for each VLAN just like a router-on-a-stick configuration,A Layer 3 switch has routing hardware built in; it can perform inter-VLAN routing internally using SVI interfaces with IP addresses per VLAN; traffic routes at line rate in hardware without needing an external router; this eliminates router-on-a-stick bandwidth bottleneck and latency,Layer 3 switches replace the MAC address table with an IP routing table; MAC-based forwarding is no longer used,C,Layer 3 (multilayer) switch: it has both MAC-based Layer 2 switching and IP-based Layer 3 routing in hardware. Each VLAN gets an SVI with an IP address. Inter-VLAN routing is performed in hardware at line rate — no external router required. This eliminates the router-on-a-stick bottleneck and is the standard design in modern enterprise access/distribution layers.,advanced switch note,layer 3 switch routes between vlans internally via svIs eliminating router-on-a-stick,/home/citadel/Documents/citavault/NETC-121/Notes List B - Textbook Content/Textbook 1 - Chapter 3 Switches, Routers, and VLANs/Book 1 Chapter 3 - Switches, Routers, and VLANs.md
hard,A company uses site-to-site VPN to connect headquarters and a branch office. A branch employee's workstation (branch LAN IP 10.1.0.50) opens a session to an internal server at headquarters (HQ LAN IP 10.2.0.100). Trace every network layer event from the branch workstation to the server.,Branch workstation sends packet to its default gateway; gateway applies NAT changing source to public IP; HQ server receives from public IP; no VPN involved,Branch workstation sends packet; branch router checks routing table; matches VPN policy (10.1.0.0/24 ↔ 10.2.0.0/24); encrypts packet in VPN tunnel; sends encrypted packet across internet to HQ VPN gateway; HQ gateway decrypts; routes original packet to server at 10.2.0.100,Branch workstation ARPs for 10.2.0.100 across the VPN; HQ router replies with server MAC; workstation sends frame directly,Branch workstation sends packet to DNS which resolves 10.2.0.100 to a routable public IP before the VPN can be applied,B,Site-to-site VPN path: (1) workstation sends IP packet (src 10.1.0.50; dst 10.2.0.100) to branch default gateway; (2) branch router matches VPN policy: destination 10.2.0.0/24 goes through tunnel; (3) router encrypts packet; wraps in VPN headers addressed to HQ gateway's public IP; (4) encrypted packet crosses internet; routers forward by outer IP headers; (5) HQ VPN gateway receives; decrypts; strips tunnel headers; (6) original packet (src 10.1.0.50; dst 10.2.0.100) is routed to server; (7) server replies through the same tunnel in reverse.,site-to-site vpn,site-to-site vpn encrypts packet in tunnel for internet transit then decrypts at hq gateway,/home/citadel/Documents/citavault/NETC-121/Notes List B - Textbook Content/Textbook 1 - Chapter 3 Switches, Routers, and VLANs/Book 1 Chapter 3 - Switches, Routers, and VLANs.md
hard,Compare the broadcast domain impact of a flat 100-host network versus a segmented 4-VLAN network with 25 hosts each and calculate how many devices each ARP request reaches in each scenario.,Flat: 100 devices; each ARP reaches 25 hosts on average because switches selectively forward ARP. 4-VLAN: each ARP reaches all 100 hosts because VLAN trunks extend broadcasts,Flat: ARP reaches all 100 hosts. 4-VLAN: ARP reaches only the 24 other hosts in the same VLAN (25 total including sender); hosts in other VLANs receive nothing; segmentation reduces ARP scope by 75%,Flat: ARP reaches 50 hosts on average due to STP blocking half the ports. 4-VLAN: ARP reaches 12 hosts because VLANs use unicast ARP,Flat and 4-VLAN have the same ARP scope because routers forward ARP to all subnets,B,Flat network (1 broadcast domain): any ARP request reaches all 99 other hosts. 4-VLAN network (4 broadcast domains of 25 each): any ARP request reaches only the 24 other hosts in the same VLAN. Hosts in other VLANs receive nothing — the broadcast is contained. This reduces per-device broadcast processing by 75% and reduces the bandwidth consumed by broadcasts by 75% within each VLAN segment.,broadcast-domain reduction,4-vlan segmentation reduces arp broadcast reach from 99 to 24 hosts a 75 percent reduction,/home/citadel/Documents/citavault/NETC-121/Notes List A - Video Content/Video 16 - VLANs Made Easy/Transcript.md
hard,What are the three Telnet operational uses and how does each differ in risk profile compared to using SSH?,Telnet for remote management has low risk because switches reject automated scanning tools; Telnet for port testing is medium risk; Telnet for server management is high risk only on internet-facing hosts,All three Telnet uses carry the same risk level; SSH and Telnet are equivalent in risk within a trusted network,Remote server management over Telnet: high risk — any intercepted session reveals full admin credentials and commands. Network device management over Telnet: high risk — full switch/router config exposure. Port connectivity testing (telnet host port): lower risk — used to confirm TCP port is open; sends no credentials; but reveals network connectivity topology to anyone monitoring,Telnet port testing is illegal in most jurisdictions; only remote management uses are permissible for network administrators,C,Risk breakdown: (1) Remote management of servers — full session capture gives root/admin access to servers; (2) Network device management — full session gives full network control including VLAN and routing config; (3) Port testing (telnet IP port) — no authentication; just tests if TCP session establishes; lower risk but still reveals which ports are open to network monitors.,telnet operational uses,three telnet uses differ in risk: management is high risk; port testing sends no credentials,/home/citadel/Documents/citavault/NETC-121/Notes List A - Video Content/Video 10 - Telnet and SSH/Transcript.md
hard,Why does the statement that switches solve the hub's performance and security problems require a nuance when VLANs are considered?,Switches do not solve performance problems because they still use CSMA/CD on inter-switch trunk links,Switches solve the collision problem completely but still place all ports in one broadcast domain by default; without VLAN segmentation the security isolation benefit is incomplete and broadcasts still reach all hosts; VLANs are required to fully realize the security and performance benefits of switching,Switches solve both problems completely by default without VLANs; VLANs are only needed for advanced multi-tenant deployments,Switches increase the security problem by adding 802.1Q tagging overhead that is exploitable for VLAN hopping on all networks,B,Switches solve collisions (separate collision domains) and targeted delivery (unicast-only frames). But by default all ports are in VLAN 1 — one large broadcast domain. ARP; DHCP; and other broadcasts still reach all hosts. A device in promiscuous mode still sees all broadcasts and flooded frames. VLANs are required to segment the broadcast domain and limit Layer 2 visibility across departments.,core reason switches matter,switches solve collision and delivery targeting; vlans additionally required to segment broadcasts,/home/citadel/Documents/citavault/NETC-121/Notes List B - Textbook Content/Textbook 1 - Chapter 3 Switches, Routers, and VLANs/Book 1 Chapter 3 - Switches, Routers, and VLANs.md
hard,How does the managed switch web interface requirement relate to the VLAN-capable switch requirement for Week 8 lab work?,Web interface and VLAN support are independent features; a switch can support VLANs without a web interface if it has a CLI,Managed switches with web interfaces are only required for VLAN configuration on Cisco equipment; other vendors use CLI-only managed switches,Both requirements converge: VLAN configuration requires a managed switch (has configuration interfaces — CLI; web; or both); a web interface is one form of management interface; an unmanaged switch has neither a web interface nor VLAN support,A web interface is required specifically for 802.1Q VLAN tagging because the GUI constructs the 802.1Q tag fields; CLI cannot configure 802.1Q,C,The convergence: (1) VLANs require configuration — port assignments; VLAN IDs; trunk setup; (2) configuration requires a management interface — CLI or web; (3) unmanaged switches have no management interface at all; (4) a managed switch satisfies both requirements — it has a configurable management interface and supports VLAN features. Web interface is just one type of management interface alongside CLI.,managed switch definition,vlan configuration requires managed switch which has the cli or web interface for configuration,/home/citadel/Documents/citavault/NETC-121/Notes List B - Textbook Content/Textbook 1 - Chapter 3 Switches, Routers, and VLANs/Book 1 Chapter 3 - Switches, Routers, and VLANs.md
hard,A network engineer is designing a new office. They want to: (a) support 4 departments on one switch; (b) allow inter-department communication through a firewall; (c) back up all switch configs nightly. Which combination of technologies addresses all three requirements?,4 VLANs on a managed switch; VLANs route traffic to the firewall which inspects and permits inter-department traffic; TFTP with a scheduled copy running-config tftp job backs up switch configs nightly,One flat VLAN with firewall ACLs for department isolation; manual config backup by administrators weekly,4 VLANs on a managed switch; router-on-a-stick for direct inter-VLAN routing without firewall inspection; NetFlow for config backup,4 separate switches (one per department) with a dedicated firewall connection per switch; configs backed up to a shared drive,A,Design mapping: (a) 4 VLANs on one managed switch — satisfies department isolation requirement; (b) router/firewall as the inter-VLAN routing device — all traffic between departments is inspected by the firewall before being forwarded; (c) TFTP server with copy running-config tftp scheduled command — saves nightly config backups. All three requirements addressed with standard technologies covered in the course.,vlan-capable switch requirement,vlans provide isolation; firewall handles inter-vlan routing; tftp backs up switch configs,/home/citadel/Documents/citavault/NETC-121/Notes List B - Textbook Content/Textbook 1 - Chapter 3 Switches, Routers, and VLANs/Book 1 Chapter 3 - Switches, Routers, and VLANs.md
hard,How does the concept of virtual not physical VLAN membership enable more flexible network design than physically separate switches?,VLANs are physically not virtually separated; the virtual aspect refers only to the VLAN ID numbering which is a software concept,Virtual VLAN membership allows the same broadcast domain to span wireless and wired infrastructure automatically,Because VLAN membership is a logical configuration of a switch port rather than a physical cable connection — a device's VLAN can be changed by reconfiguring the port; departments can be reorganized; devices can be moved; and new VLANs can be created without any physical cabling changes,Virtual VLAN membership is only flexible when combined with dynamic VLAN assignment; static port-based VLANs have the same inflexibility as physical switches,C,Physical separation: moving a device to a different department means physically moving it to a different switch or rewiring. Virtual VLAN: moving the same device means issuing one command (switchport access vlan <new-id>) on the switch. No cable changes; no hardware additions. This makes network reorganization fast and cheap — a major operational advantage of VLAN design.,virtual not physical,vlan membership is logical so departments can be reorganized with commands not cable moves,/home/citadel/Documents/citavault/NETC-121/Notes List A - Video Content/Video 16 - VLANs Made Easy/Transcript.md
hard,What is the interaction between the switch MAC table aging timer and the flooding behavior and what network problem can expired entries cause?,Expired MAC table entries cause the switch to drop frames permanently for devices that have not transmitted recently,MAC table aging only applies to trunk ports; access port MAC entries never expire,When a MAC table entry ages out the switch no longer knows which port to use for that destination; the next frame for that MAC causes a flood; if many entries expire simultaneously (e.g. after a switch reboot) a burst of flooding occurs temporarily increasing broadcast-like load; this resolves as devices retransmit and entries are relearned,MAC table aging causes the switch to revert to hub behavior permanently until an administrator runs clear mac address-table,C,MAC table entries have an aging timer (typically 300 seconds default). When a device stops transmitting its entry ages out. If another device then sends to that MAC the switch floods — identical to the initial unknown unicast scenario. After a reboot or clear command all entries are lost and a flood burst occurs as all devices rediscover each other. This is transient; it resolves as traffic flows and entries are relearned.,mac address table,expired mac entries trigger flooding; reboot causes burst flood that resolves as entries relearn,/home/citadel/Documents/citavault/NETC-121/Notes List B - Textbook Content/Textbook 1 - Chapter 3 Switches, Routers, and VLANs/Book 1 Chapter 3 - Switches, Routers, and VLANs.md
hard,Why is the combination of 802.1Q VLAN tagging on trunk links and hard-coded access/trunk port modes the complete solution to VLAN hopping prevention; and why is either element alone insufficient?,802.1Q tagging alone prevents VLAN hopping because the tag limits which VLANs each frame can access,Hard-coded port modes alone prevent VLAN hopping even without 802.1Q because access mode strips all tags before forwarding,Hard-coded access mode prevents DTP trunk negotiation eliminating the attack vector where a rogue device negotiates a trunk; but 802.1Q is still needed on the legitimate trunks to correctly mark traffic by VLAN; without 802.1Q all inter-switch traffic would be untagged and fall into the native VLAN. Neither 802.1Q alone (DTP auto still allows trunk negotiation) nor hard-coded mode alone (without 802.1Q trunks cannot carry multiple VLANs) is sufficient — both together form the complete design,802.1Q tagging and hard-coded mode are redundant; either alone provides complete VLAN hopping protection,C,Two-layer protection: (1) Hard-coded access mode on user ports — disables DTP; rogue devices cannot negotiate trunks; eliminates the VLAN hopping attack vector. (2) 802.1Q on trunk ports — correctly identifies which VLAN each frame belongs to as it crosses inter-switch links; without it traffic cannot be segregated by VLAN on trunks. Access mode alone doesn't configure trunks. 802.1Q alone doesn't stop DTP negotiation on access ports. Both required together.,best practice switchport mode,access mode stops dtp negotiation; 802.1q enables vlan-tagged trunks; both required together,/home/citadel/Documents/citavault/NETC-121/Notes List B - Textbook Content/Textbook 1 - Chapter 3 Switches, Routers, and VLANs/Book 1 Chapter 3 - Switches, Routers, and VLANs.md
